name,address,latitude,longitude
Щастливеца (Стара Загора),ул. Хан Аспарух 30,42.4379637,25.6322783
Шан Хай (Бургас),ул. Алеко Богориди 61,42.49412198,27.48053005
Арт кулинария Благост,ул. Стефан Караджа 11,42.691784,23.3265658
Топла скара за всички вас,ж.к. Петко Р. Славейков,42.5223682,27.4517266
О! Шипка,ул. Шипка 11,42.69354096,23.34036496
Intrigue Bar & Diner,бул. Витоша 102,42.68616486,23.31723404
Boss Burger,бул. Черни връх 100 мол Парадайс ет2,42.65723324,23.3139289
Дюнер (Мусагеница),"ул. Боян Дановски, Пазар Мусагеница",42.66499869,23.36207987
Мекица и Кафе (Пловдив),ул. Княз Александър I-ви 1,42.147262,24.747698
Haiku Sushi,"ул. ""Св. Теодосий Търновски"" 60",42.67235565,23.32604218
McDonald's™ (Славейков),ул. Уилям Гладстон 69,42.69183164,23.32398978
Alex Fish,ул. Русалски лък 1,42.70281017,23.3608251
Family Pizza&Restaurant,"Ул. Д-р Лудвиг Заменхов, до Блок 86",42.70503021,23.3699435
Пицария Marini,ж.к. Добротица бл.46,43.5515976,27.82539558
,,,
Patladjan,бул.Ломско Шосе 71,42.72560767,23.3032532
Skapto (Mall of Sofia),"бул. Александър Стамболийски 101, Mall of Sofia",42.69822992,23.30889594
Subway (Bulgaria Mall),бул. България 69,42.66439201,23.28834556
Ресторант India,ул. Петко Каравелов 34,42.15209961,24.74543953
Fly Bar & Dinner (Дружба),бул. Искърско шосе 4,42.6674615,23.4034085
Salted Cafe,ул. Братя Миладинови 38,42.69970322,23.31767464
Червената къща (ул. Борис Христов № 6),"ул. ""Борис Христов"" 6",42.68431091,23.35460663
Nushic/Нушич Сръбска скара,ул. Братя Миладинови 21,42.69899923,23.31712684
Pizza XL,"кв.Надежда, зад блок 102, жълта едноетажна сграда",42.69856262,23.31077385
La Bocca,ул. Марин Дринов 66,43.21200157,27.92199624
Китайски ресторант Азия (Тракия),ж.к. Тракия 176А,42.12939835,24.78376579
Бистро Гладстон,ул. Гладстон 13,42.14232189,24.74348539
Chicago Dogz,бул. Цариградско шосе 115 З,42.66039859,23.3829902
24 Grill,бул. Цариградко шосе 14 ъгъла на Атанас Делчев,42.67459488,23.35936356
Бургерия,"ж.к. Сухата Река, пазар Герена",42.7028493,23.3601945
The Garden - Obsession Club Bar and diner,ул. Царибродска 70,42.70344871,23.29995692
Villa Grill,ж.к. Люлин 10 ул. Гоце Делчев 10,42.71294633,23.27049983
Цаца под Липата,бул. Цар Симеон Велики 168,42.4261392,25.6408091
Magma Lounge,"ж.к. Студентски град, ул. проф. Атанас Иширков 7",42.64597685,23.34000812
Теона Bar & Dinner,ул.княз Александър Батенберг 2,43.07889175,25.60913658
Китайски ресторант Шанхай (Стара Загора),ул. Света Троица 81,42.42397716,25.62028808
Ресторант На-Ти,Стадион 7,42.12988153,24.76419353
pizza Bianco,"ж.к. „Картала”, ул. ""Моско Москов"" 15",43.0836801,25.6215808
Burgero (Новата Бърлога),ул. Акад. Андрей Сахаров 1,43.22077536,27.89871544
Pizza Avanti,ж.к. Младост 1 блок 77,42.65248108,23.36986923
McDonald's™ (Марица),бул. 6-ти Септември,42.15338893,24.76361629
Куцото пиле,ул. Роза 26,43.2233795,27.914491
Porto Fresh,ул. Васил Левски 14Г,43.0796808,25.6287368
Ресторант Rose,бул. България 132,42.65530014,23.28045273
Sindbad (Търговска),ул. Търговска 60,42.48126996,26.51365169
Mr. Burrito,бул. Съборни 31А,43.20567045,27.90891185
Casa Bella,ул. Кукуш 4,42.71714083,23.28611305
Tohun Bar&Dinner,Лозенец ул. Милин камък 14,42.68204498,23.32794952
Ресторант Дунав,ул. Христо Ботев 1,43.7770393,23.7291784
Candy club,бул. Джеймс Баучер 100,42.6720175,23.3180187
Broadway club,ул. Съединение 21,42.1311841,24.787469
Златна круша,ул. Отец Паисий 30,42.14459378,24.75033306
Family Bar&Grill,"ул. Ботьо Петков 65 , ж.к. Сухата река до бл. 22",42.7030255,23.36453563
Вкусното (Ломско шосе),бул. Ломско шосе 60,42.72788342,23.30135286
PM street chefs,бул. Линкълн 55,42.68740497,23.26472542
Sushi Mushi (Пловдив),Mall Galeria Plovdiv / Plovdiv Plaza Mall,42.1449041,24.7814923
Alana foods,ул. Генерал Гурко 90,42.42385415,25.63268169
Рибен Ресторант Наслука,м. Мъртва долина,43.3949224,24.6049013
Ресторант Павлович,ул. Екзахр Стефан 15А,42.72613891,23.30475712
Burgers by Encasa,"парк Лебеда, срещу Лидл",41.9295219,25.561748
Adoro 2,ул. Нишава 55,42.67721558,23.29307938
Механа Роден Край,ул.Атанас Манчев 18,42.6491259,23.3438232
Торти Нико,бул. Санкт Петербург 135,42.14406138,24.78370059
AeroSub,ул. Авксентий Велешки 32,42.1391318,24.74565258
Ресторант Оазис,ул. Могилите 2,42.7108982,23.3759193
Хоровац Фуудс - Арменска кухня,бул. Христо Ботев 61,42.13611606,24.7497851
Bonitas,ж.к. София Парк зад бл 16В,42.62077885,23.36936318
Ресторант Dea di Roma,ул. Пейо Яворов 8,42.19251525,24.33255506
Слънце и луна Shop,ул. Солунска 33,42.69272628,23.31903395
Грозд,бул. Цар Освободител 21,42.69197845,23.33631706
Ресторант - пицария Прадо (Младост),"ж.к. ""Младост"" 1, бул. ""Андрей Сахаров"" (зад блок 64)",42.65241241,23.3744297
,,,
,,,
,,42.67095868,23.35291788
Тон Шин Юан (Стамболийски),бул. Александър Стамболийски 166,42.7004814,23.2982591
Хумус Хаус,ул. Христо Ботев 48,43.41096408,24.62638075
Бистро Angel's,ул. Любен Каравелов 26,43.21013478,27.92452308
VEGGIEBOX,ул. Юрий Венелин 2-4,43.41131057,23.22294667
hotpot pizza,бул. Александър Стамболийски 150,42.70018526,23.30009553
Spaghetti Company (Сердика Център),"бул. ""Ситняково"" 48",42.69090807,23.3536047
,,,
Corner (Плевен),ул. Христо Ботев 68,43.4101623,24.6260297
McDonald's™ (Орион),бул. Европа 1,42.71692225,23.27884608
Aladin foods (Благоевград),ул. Крали Марко 4,42.01792696,23.096364
iChef,ул. проф. Архитект Храбър Попов,42.64473555,23.33963494
Осман Баба дюнер,ул. Фредерик Шопен 4,43.20366605,27.91319801
Китайски ресторант Шан Хай,бул. Цар Борис III Обединител 33,42.15992355,24.74908066
,,42.68057776,23.37338373
Ресторант Понти,ул. Христо Ботев 73,43.99758667,22.87440423
Brick House,Ул. Христо Дюкмеджиев 20,42.14924354,24.74930188
Burgers & Sport,ул. Независимост 2,43.56985048,27.8287237
McDonald's™ (Park Mall),бул. Никола Петков 52,42.4270156,25.66198313
Grand Italia di Mitko,"ж.к. Славейков, бл.151",42.51781082,27.45183563
Падуа,ул. Мюнхен 12,42.660122,23.411038
Toffo Bar & Dinner,ул. Никола Грабовски 39Б,42.66291193,23.34524391
Simoni Bakery,ул. Георги С. Раковски 159,42.6906857,23.3237834
Мечока Бен,Градски парк Свети Георги бул. 3-ти март 7,43.56378174,27.82744789
Red Canape,бул. Княз Борис I 65,43.2074995,27.9217664
Pizza Castello,ж.к.Младост 3 ул. инж. Георги Белов 20,42.63911057,23.38521576
Кебапа Па - Па,ул. Пирин,43.2140092,27.91448877
Oscar,ул. Коломан 1,42.67383541,23.27058439
Emotion Restaurant,бул. Освобождение 3,42.14442006,24.78581272
Ресторант Сплендид,ул. Охрид 8,43.57014847,27.83234215
Пицария Вкусна пица,ул. Константин Иречек 3,42.8714748,25.3183743
Pizza Bar and Grill Amira,"ж.к. Възраждане, ул. Блян 2",43.23465729,27.88856888
Leo's Pizza Trattoria,ул. Никола Вапцаров 57,42.6676606,23.3282554
Китайски ресторант Магнолия,бул.Христо Ботев 3,42.68987656,23.31378746
Ресторант Гребеца,"ул. Ясна поляна 1, гребна база",42.14588733,24.71420044
Studio G,"к.к. Слънчев бряг, бистро Кондор",42.6924309,27.709081
Art Club,ул. Цар Иван Асен II 6Б,42.69002224,23.33940804
Pizza Pazzo,ул. Георги Кочев 13,43.4139086,24.6315893
Subway (Сердика),бул. Ситняково 48,42.6913395,23.3529631
Пица Замъка,Парк Изгрев,42.5245348,27.45934096
Вкусна пица,ж.к. Бистрица,42.25213294,23.12836562
Ресторант Petru's,ж.к. Лозенец ул. Свети Наум 48,42.677779,23.329108
Щастливеца (Велико Търново),"ул. ""Стефан Стамболов"" 79",43.08473969,25.63650513
Primo Bar & Grill,ул. Симеон Велики 47,43.27670098,26.95070117
Little Plus,ул. Веселин Ханчев 9,42.43481205,25.63459119
Sundogs,ул. Михаил Колони 1,43.20349503,27.91737747
Aladin foods (Студентски град),"ж.к.Студентски град, ул. 8-ми Декември 6",42.65207303,23.34484353
The Ring Bar & Dinner,ул. Околовръстен път 46,42.64160393,23.31119517
Старецът и морето (Младост 1),ж.к. Младост 1 до бл. 75,42.65277558,23.37133261
SASA Fashion Food,бул. Черни връх 100,42.65767595,23.31500413
Fernando's (Mall Galeria),ул. Хан Аспарух 30,42.43800424,25.63233886
Padre,ул. Червена стена 58,42.67037276,23.31619695
Bar Hayat,ул. Проф. Д-р Иван Странски 61,42.64313167,23.3361751
Teencho's Tandoor Indian Restaurant,бул. Цариградско шосе 6,42.14781592,24.77034268
Amici Pizza & Grill (Левски),ул. Архитект Петко Момчилов 2,43.22101094,27.9187569
Дон Домат (Младост),"ж.к. ""Младост"" 3, бул. ""Ал. Малинов"", до бл. 310",42.64502716,23.37559509
Alex Foods (Тракия),ул. Съединение 72,42.13289829,24.79475533
Di Angelo,бул. Сан Стефано 2,42.50106999,27.46221305
Savini Gelato (South Park),ул. Ярослав Вешин 63,42.67504891,23.30705262
BURGAS ROOFTOP,ул. Хан Крум 5,42.49191361,27.47233822
Пицария The Jungle,"ж.к. “Надежда” 4, с/у бл. 418",42.73392487,23.30398178
Ресторант Пепино,ул. Суходолска 2,42.70171676,23.28395971
Aladin foods (Овча купел),"кв.Овча купел, ул. Монтевидео 85",42.6895392,23.25454369
Freddo food & sweet bar,"пл. Сборище 5, Бояна",42.64694828,23.26681507
Deliciozo Bar & Dinner,пл. Свобода 2,41.9325019,25.55676215
Мис Каприз (Стамболийски),бул. Александър Стамболийски 72,42.69855118,23.31087875
Martini Art,ул. Белград 19а,42.15683928,24.74565375
Pizza Don Vito (Павлово),бул. Александър С. Пушкин 34,42.66198217,23.26515437
Food House,ж.к. Лагера ул. Плиска 40,42.681288,23.2860496
EDNO cafe (Център),бул. Съборни 31А,43.20536645,27.90830185
Kayo sushi,ж.к. Гоце Делчев ул. Деян Белишки 2,42.66495155,23.30212604
Starbucks (Съборна),ул. Княз Александър I 4,42.69556194,23.3246693
Китайски ресторант Ло Уай Ло,ул.Русе 31,43.41217804,24.62535095
Пица Замъка,Парк Изгрев,42.5245348,27.45934096
Aladin foods (Пловдив),бул. Шести Септември /Четвъртък Пазар/,42.1499313,24.74217434
Китайски ресторант Герджика,ул. Победа 1,42.15466,24.7382112
Ristorante Vivaldi,ул. Лейди Странгфорд 4,42.14743037,24.74741865
Пицария Джиков (2),бул. Вардар бл. 65,42.70100587,23.28568527
Tico Bar and Dinner,бул. Ломско шосе и ул. Бели Дунав,42.73573685,23.29302025
Авитохол Кетъринг,ул. Иван Чушков 4,42.70266322,23.37468725
BBQ Forever Pizza,ул. Иван Михайлов 54,42.0207042,23.0883369
Тилилей,ул. Генерал Колев 74А,43.2142172,27.92037769
Хляб и мръвка,акад. Борис Стефанов 16,42.64485122,23.34189692
ВкусотериЯ,ул. Хаджи Димитър 2,43.08184282,25.63351243
McDonald's™ (Велико Търново),ул. Магистрална 17,43.07304715,25.61616666
Kayo sushi,ж.к. Гоце Делчев ул. Деян Белишки 2,42.66495155,23.30212604
Ikigai (Leanplum-Corporate),бул. България 69,42.66418749,23.28841885
Поръчкови торти Пикадили,ул. Александровска 75,43.85095478,25.95530212
Fire Kitchen,кв. Надежда бл.172 до вх. Ж,42.72722781,23.30092422
Vision,бул. 6-ти Септември 117,42.14907451,24.73846445
Ресторант Stiv,ул. Александър Стамболийски 12,43.40602399,23.22337082
Китайски ресторант Магнолия,бул.Христо Ботев 3,42.68987656,23.31378746
Dream house - Vegetarian restaurant,ул. Алабин 50А,42.69476318,23.32123566
Яж Брато,ул. Васил Левски 18,42.49849085,27.46883707
,,,
,,,
Family House,ул. Атанас Узунов 10,42.6926871,23.3615812
Burger Club,"бул. Царица Йоана 15, Mega Mall",42.71031899,23.27076906
Cactus,ул. Солунска 14,42.692759,23.3207158
Цар Картоф,пл. Възраждане 3,42.69746626,23.31356991
Бърза Закуска АИКО (Бургас),бул.Янко Комитов 8,42.51409531,27.45259094
BomBa burgers,"ж.к. Лозенец, ул.Вежен 12А",42.67549804,23.31975877
panCake O'Clock (Дюн),пред Хотел Дюн,42.6969294,27.715909
Пицария Don Vito,ул. Цар Иван Асен 38,42.68940353,23.34281731
Механа Олтения,ул. Ломска 83А,43.78237214,23.70800162
Crystal Burger & Steak (Ring Mall),ул. Околовръстен път 214,42.6234792,23.3533229
Египетски ресторант Cairo,ул. Патриарх Евтимий 12,42.14483747,24.7502547
Мусака бар,ж.к. Изток ул. Николай Хайтов 1,42.67082337,23.35295882
Art Club Museum,"ул. ""Съборна"" 2",42.6959343,23.32469368
Bodega (Варна),бул. Сливница 7,43.20409209,27.92148253
Butlers Coffee & Kitchen,ул. Лермонтов 13,42.4933745,27.4742237
Балканска скара (Иван Вазов),"ул. Петко Ю. Тодоров, пазар Иван Вазов на входа",42.6766801,23.3034503
Funny Chicken,бул. Санкт Петербург 47,42.13691619,24.76715417
Creativo Restaurant,ул. Шипка 46,42.69262212,23.34312531
Ресторант Ring,Язовир Огоста,43.38927441,23.21684745
Ресторант Ethno,ул. Независимост 3,43.08436966,25.63497925
Piccadilly,ул. Александровска 75,43.85102081,25.95532036
Pizza Hero (Парадайс),бул. Черни връх 100,42.65742121,23.3153242
Ponte,ул. Тодор Кирков 1,43.13257182,24.71770942
,,,
Local Bar,бул. Цариградско шосе 159,42.64702079,23.39764183
Двата лъва,ж.к. Овча Купел ул. Монтевидео 63,42.687907,23.255146
La Bottega Viale,"Ул. ""Ралевица"" 90",42.66398193,23.28600072
О! Шипка,ул. Шипка 11,42.69354096,23.34036496
Палачинки Pantastic (Арсеналски),бул. Арсеналски 2 ет. 2,42.6785719,23.3202869
Happy Golden (Младост),"ж.к. Младост 1, бул. Александър Малинов 30",42.65146255,23.37810707
Trops Food (Съборна),ул. Съборна 11,42.69648218,23.32212218
Starbucks (Paradise Mall) - (Corporate),бул. Черни връх 100,42.65760214,23.31532717
StepUp,ул. Витиня 2,42.7104275,23.3680314
2day Burgers & Wraps,бул. Черни връх 47,42.6620798,23.3179159
Massa Art Sushi,ул. Академик Андрей Сахаров  2,43.21735001,27.89822578
The NEW Fox & Hound,ул. Ангел Кънчев 34,42.68902969,23.32149315
Pizza Ancona (Редута),"ул. ""Братя Пешеви"" 10",42.68941116,23.36565971
Ел Куку,ул. Генерал Хосе дел Сан Марин 7 бл.27,42.68147959,23.36057778
Рицаря Pizza & Grill,ул. Якубица 19,42.67042541,23.32871066
Ti Bar & Kitchen,ул. Силистра 4,42.4950859,27.4723453
Lavanda,ул. Цар Иван Шишман 12,42.69256231,23.33086308
Aladin foods (Сточна гара),ул. Ангиста 200,42.7042787,23.32970221
Metamorfosi,ул. Капитан Райчо Николов 95,42.14288246,24.76093188
Червен Дракон,"бул. Цар Борис III , 103",42.67910871,23.2860966
VICTORIA (Цар Освободител),"бул. ""Цар Освободител"" 7, Централен Военен Клуб",42.6950144,23.3295664
Пицария Palace,бул. Алеко Богориди 34,42.493927,27.47613907
McDonald's™ (Бургас),бул. Стефан Стамболов  ж.к. Зорница,42.51720533,27.4619371
Ciccione Panini Bar,ул. Ген. Йосиф Гурко 9,42.6931111,23.3260551
Raffy Bar & Gelato (Corporate),бул. Витоша 18Б,42.69320214,23.32006719
Fitness Panda,бул. Сливница 9,43.20417616,27.92134548
Скара на дървени въглища,"ж.к. Сухата Река, пазар Герена",42.7029231,23.3604304
Ресторант Плаза,"ул. Цар Борис III , 3",43.40732038,23.22618506
Палачинкарница Тиган,ул. Абаджийска 2,42.1484388,24.74914793
Бирария 43,ул. Пиротска 43,42.70033633,23.31473038
La Prochetta,ул. Тодор Александров 16,42.1307594,24.7512643
Primo Bar & Grill,ул. Симеон Велики 47,43.27670098,26.95070117
Pizza Bar and Grill Amira,"ж.к. Възраждане, ул. Блян 2",43.23465729,27.88856888
Прясна паста,ул. Опълченска 13,42.15009258,24.7451283
Fresh Bar (Park Center),бул. Арсеналски 2 ет.2,42.67886908,23.32084892
Hesburger (Бургас),"ул. Янко Комитов 6, Галерия мол",42.51256509,27.45418906
Ginger Grill,"ж.к. Бели брези, ул. Битоля 2",42.67762292,23.29631543
Subway (Марвел),"1ва Алея, до х-л Марвел",42.70799004,27.722745
Dunkin' Donuts (M Плаза),ул. Атанас Дуков 29,42.6657719,23.3261312
Lemonny Coffee & Food,ул. Врабча 2,42.6972915,23.3303483
При майстор Миро,пл. Пенчо Славейков 14,43.0850549,25.6334502
Subway (Кубан),"Flower street , до х-л Кубан",42.6942935,27.7125559
Nordsee (Serdika center),"бул Ситняково 48 , ет 1",42.6917419,23.3540242
Ресторант Аквая,ул. Любен Каравелов 40,43.07775425,25.62629418
Бистро Класико,"кв.Три Чучура Юг, ул.Димитър Драгиев 35",42.417887,25.6053696
Ikigai (The Mall) - (Corporate),бул. Цариградско шосе 115,42.66091919,23.38234901
Фабрика за палачинки,ул. Шейново 80,42.49839027,27.4672668
The Grill,бул. Никола Петков 52,42.42702475,25.66019671
Bar Cartel,бул. Царица Йоана бл. 961,42.7163235,23.2618944
Meat Some,бул. Александър Стамболийски 101,42.69813342,23.3088582
Virtuoso,Ломско шосе 171,42.7357612,23.29317659
Vitosha Downtown Bar & Dinner,ул.Цар Асен 15,42.69384488,23.3194229
West Site,"ул. ""Генерал Скобелев"" 66",43.21338654,27.92156219
Cooldown Bar,ул. Зайчар 120,42.7029265,23.2989641
Грозд,бул. Цар Освободител 21,42.69197845,23.33631706
La Skara,жк Студентски град блок 60,42.64218574,23.33988976
,,,
Pizzarela,ул. Васил Петлешков 18,43.22211846,27.93412144
Грозд,бул. Цар Освободител 21,42.69197845,23.33631706
Салабашевата къща,"бул. ""Цар Симеон Велики"" 134",42.42550278,25.63536835
Баничките при Янка,ул. Трети Март 68,43.40515885,23.22399459
Китайски ресторант Възраждане,пл. Възраждане 3,42.69717051,23.31463477
Китайски ресторант Шан Хай,бул. Цар Борис III Обединител 33,42.15992355,24.74908066
Impuls Palace,Южна промишлена зона,43.9672881,22.865567
Дворецът на Драконите,ул. Г.С.Раковски 32,42.70370819,23.32873341
Garga's homemade #Pizza,ул. Георги С. Раковски 107,42.6987153,23.3298846
pizza Siciliana,"ул. ""Константин Иречек"" 15",42.68883133,23.30685043
Китайски ресторант Дракон (Пловдив),ул. Славееви гори 21Б,42.12348304,24.73246744
8 Mama's,ул. Булаир 35,42.49245104,27.47958702
Хумус Хаус,ул. Христо Ботев 48,43.41096408,24.62638075
Ресторант Тифани,бул. Цар Симеон Велики 1,42.42006962,25.60911406
Pizza Originalle,"ул. ""Митрополит Панарет"" 29",42.14844131,24.75521088
Крамер,ул. Марин Дринов 66,43.2119369,27.92198656
Street Waffles,ул. Доктор Йордан Йосифов 2,42.65382104,23.34647919
Бистро Angel's,ул. Любен Каравелов 26,43.21013478,27.92452308
Subway (Стамболийски),"булевард ""Александър Стамболийски"" №89",42.69836807,23.30993271
Speedy Burger,ул. Поморие 8,42.5033301,27.4795321
Пицария Don Vito,ул. Цар Иван Асен 38,42.68940353,23.34281731
,,,
Фабрика за палачинки,ул. Шейново 80,42.49839027,27.4672668
Бирария Стамболовъ,бул. Св. Наум 1,42.6784403,23.3220738
Pizza Bar La Casa,бул. Сливница 9,43.20417616,27.92134548
Atelier Del Gelato Baci,бул.Витоша 44,42.69098402,23.31932071
Royal Thai,ул. Славянска 24,42.69211523,23.33042871
Rotonda,ул. Димитър Талев 120,42.11893633,24.73523921
Eko Grill,бул. Васил Левски 74,42.68840719,23.32978909
,,,
Alex Foods (Център),ул. Райко Даскалов 8,42.149032,24.7478778
La Bocca,ул. Марин Дринов 66,43.21200157,27.92199624
Fresh Bar (Mall of Sofia),бул. Александър Стамболийски 101,42.69824998,23.30854705
pizza Bianco,"ж.к. „Картала”, ул. ""Моско Москов"" 15",43.0836801,25.6215808
Сладкарница Gunesh Sarai,бул. Александър Стамболийски 128,42.69967342,23.30342778
Boom! Burgers & Booze,бул. Цар Освободител 12,42.6943273,23.3307669
Fast Food Vigo,"л. Чаталджа, 8002 Южна промишлена зона",42.4776883,27.4394221
Китайски ресторант Ий Шин Йоан,бул. Ломско шосе 121,42.73048441,23.29798289
Pizza Castello,ж.к.Младост 3 ул. инж. Георги Белов 20,42.63911057,23.38521576
Foodpanda Test Restaurant 1,бул. Евлоги и Христо Георгиеви 171,42.1396975,24.7221346
McDonald's™ (Mall Plovdiv),ул. Перущица 8,42.14208346,24.71913523
Супермаркет Изобилие,бул. Александър Стамболийски 143,42.69904238,23.30493082
Food market,ул. Граф Игнатиев 52 - 54,42.68892555,23.32769119
Торти Ефи,"ж.к. Надежда, ул. Чудомир №9",42.7322295,23.2980753
Hot Pepper,ул. Пазарска 13,42.42567161,25.63014924
Skapto – Shishman 20,ул. Искър 11,42.69952011,23.32614136
Небесен Дракон,"ул. ""Ивайло"" 19",42.69332504,23.31430817
Ginger Grill,"ж.к. Бели брези, ул. Битоля 2",42.67762292,23.29631543
Кохинор Индийски Ресторант,бул. Гоце Делчев 67,42.67415391,23.29163197
Ресторант Кооп Клуб,ул. Г.С.Раковски 99,42.6993995,23.3298882
STN sandwiches,бул. Христо Ботев 124,42.13584462,24.75913013
McDonald's™ (Орион),бул. Европа 1,42.71692225,23.27884608
Ресторант ЕОС,бул. Панония 64,44.00132017,22.87241944
La Scalla,пл. 10-ти Юли,42.87245722,25.32006273
Mr. Pizza (Paradise Mall) - (Corporate),бул. Черни връх 100,42.65777177,23.3153969
Starbucks (Bulgaria Mall),бул. България 69,42.66429667,23.28822896
,,,
Ресторант Шараните,"кв. Обеля, ул.3 - 7а",42.74214399,23.26353025
Mr. Fresh,бул. България 152,41.92981632,25.55790034
Дюнер Шампион,ж.к. Меден Рудник бл.531,42.4517195,27.41882668
Куцото пиле,ул. Роза 26,43.2233795,27.914491
Бат' Миро,"Студентски град, блок 58, вход В",42.64435209,23.34158421
Ресторант При Миро,ул. „Вела Пеева“ 16,43.99712599,22.88098669
Fresh Bar (Park Center),бул. Арсеналски 2 ет.2,42.67886908,23.32084892
,,,
Starbucks (Гурко),"ул. Генерал Йосиф В, Гурко 62А",42.6898172,23.33132118
Бистро F.R.I.E.N.D.S.,"ж.к. Младост 1А, бл.505А",42.65137991,23.38212863
Механа Нашенци,улица Незабравка 1,42.67817695,23.3544253
Пица Лъчони,Младост 2 до бл. 202,42.63773727,23.36912537
Палачинки Pantastic (Mall Galleria),"ул. Янко Комитов 6, Мол Галерия ет.2",42.51241023,27.45437298
The Castle of Ribs,бул. Дондуков 109,42.6992569,23.34032249
Bar & Dinner Lindo,ж.к. Самара 3,42.43537936,25.6442766
La Bicicletta,бул. Дондуков 18,42.69791376,23.32846037
Grill Box,ул. Мадрен и ул Циклама,42.68198521,23.37342035
Механа Роден Край,ул.Атанас Манчев 18,42.6491259,23.3438232
Дюнер La Scalla,ул. Мармалийска 31,43.07472226,25.6271628
The Sushi Bar,ул. Иван Денкоглу 18,42.69401169,23.31878662
Candy Cafe,ул. Генерал Столетов 149,42.42984782,25.63370932
Китайски ресторант Житомир,пл. Жеравица 1,43.40875078,23.22766334
Бургери Наслука,жк. Сторгозия срещу бл.51,43.4187569,24.5943513
Мръвката & The Butcher,бул. 6-ти септември 184,42.1518306,24.755534
Aladin foods (Варна 2),ул. Доктор Пискюлиев 58,43.20846149,27.90458405
Дворецът на Драконите,ул. Г.С.Раковски 32,42.70370819,23.32873341
SASA Fashion Food,бул. Черни връх 100,42.65767595,23.31500413
VEGGIEBOX,ул. Юрий Венелин 2-4,43.41131057,23.22294667
Клас Пиле-Pizza,ул.Съборни 52,43.20549393,27.90773582
Оригинална Китайска храна,бул. Петко Ю. Тодоров 27-28,42.67652804,23.30350168
The Corner (Монтана),ул. Върбан Пенов 1,43.4002286,23.2358404
McDonald's™ (Младост),бул. Александър Малинов,42.64727493,23.37578269
Dunkin' Donuts (Гео Милев),ул. Хемус 2,42.68357738,23.35440457
,,,
Foodpanda Test Restaurant 2,ул. Неофит Рилски 38,42.664602,23.378517
Family House,ул. Атанас Узунов 10,42.6926871,23.3615812
Mr. Pizza (Н.Вапцаров),бул. „Никола Й. Вапцаров“ 6,42.66591197,23.31970949
Дюнер La Scalla,ул. Мармалийска 31,43.07472226,25.6271628
Aladin foods (Пловдив),бул. Шести Септември /Четвъртък Пазар/,42.1499313,24.74217434
Sundays,бул. Васил Априлов 5,42.13727964,24.74020157
Kono Pizza,бул. Христо Ботев 60,42.69920147,23.31602997
Fresh House (Център),ул. Сердика 22,42.7003253,23.3245101
La Roccia,ул. Кирил и Методий 2А,43.775674,23.7290491
,,,
Fish Express,ул. Цар Симеон I - 20,42.493929,27.4785572
Ресторант Ниагара (Capital Fort-Corporate),ж.к. Дружба 2 ул. Обиколна до Практикер,42.64210892,23.40757561
Salt & Pepper,ул. Хан Кубрат 1,42.1519723,24.7451755
Sushi Mochi,"ул. ""Св. Св. Кирил и Методий"" 62",42.7027092,23.3259182
Сладкарница Daisy Оазис 4,ул. Македония 107,42.11678042,24.73609308
Пицария Джиков (1),"ул. ""Гео Милев"", бл. 28",42.68363571,23.36060715
Голямата уста,На ъгъла на ул. Чаталджа и ул. Байкал,42.48205775,27.4416169
Папараци Бар & Грил,ул. Райко Даскалов 8,42.02147675,23.10009384
Bombe,Стрелбище ул.Твърдишки Проход 15,42.67277527,23.29637909
Турски ресторант ТМ,ул. Юрий Венелин 34,42.68836975,23.33180237
Craft,бул. България 69,42.6642191,23.2882978
Pizza Ancona (Редута),"ул. ""Братя Пешеви"" 10",42.68941116,23.36565971
Пица Лъчони,Младост 2 до бл. 202,42.63773727,23.36912537
Senior Burrito (The Mall),бул Цариградско шосе 115 The Mall,42.660425,23.38209347
Avo Joy,Ул. Неофит Рилски 43,42.6902271,23.32051612
Botanique,ул.Козлодуй 140,42.70815158,23.30952018
Бутикова пекарна,ул. Хан Аспарух 119,42.13663082,24.75857919
pizza Siciliana (Нишава),ул. Нишава 167,42.67002352,23.30288475
Китайски ресторант Ий Шин Йоан,бул. Ломско шосе 121,42.73048441,23.29798289
Martini Art,ул. Белград 19а,42.15683928,24.74565375
При Златко,ул. Хан Крум 9,42.14233959,24.7992215
Bash Sushi,ж.к. Левски ул. Професор Беню Цонев 12,42.70236429,23.37427979
Гръцка кухня в Национал,ул. Петко Р. Славейков 21,43.41612393,24.61795744
Skapto (Искър 11A - ISGBG - Corporate),"ул. ""Искър"" 11А",42.69965363,23.32660866
Street Chefs (ул.Ангел Кънчев 22),ул. Ангел Кънчев 22,42.69049072,23.32168388
Ciccione Panini Bar 2,"ж.к. Младост 4 Бизнес Парк София, Сграда 10",42.62617055,23.37641797
Peperoncino,ул. Кричим 2,42.6705771,23.32066551
Al Castello,ж.к. Яворов бл.4,42.2640373,23.1073348
Burger Star,До пощата,42.66280077,27.71916456
Il Granoduro,ж.к. Изгрев бл.190,42.5223302,27.46633647
McDonald's™ (Средец),бул. Княгиня Мария Луиза 23,42.69910857,23.32185654
Turkish Bar & Grill Saray,бул. Сливница 43,43.20594416,27.91888967
Пицария Quattro Stagioni,"ул. ""Фредерик Жолио Кюри"" 18А",42.6721611,23.35185432
